Collection #,RMS (pix),X err (pix),Y err (pix)
005,6.6264,4.0724,2.7100
013,8.3090,4.3381,4.2154
014,7.4415,4.8090,2.8862
024,5.4853,3.7541,2.1066
026,4.3419,2.8717,2.2189
031,44.2864,37.6754,13.8986
033,2.3832,1.0419,1.1142
040,6.1835,2.8688,4.5517
Averages,10.6321,7.6789,4.2127
