,lidar3d_plate_link-lidar3d_base_link_x,lidar3d_plate_link-lidar3d_base_link_y,lidar3d_plate_link-lidar3d_base_link_z,lidar3d_plate_link-lidar3d_base_link_r1,lidar3d_plate_link-lidar3d_base_link_r2,lidar3d_plate_link-lidar3d_base_link_r3,front_right_camera_link-front_right_camera_rgb_frame_x,front_right_camera_link-front_right_camera_rgb_frame_y,front_right_camera_link-front_right_camera_rgb_frame_z,front_right_camera_link-front_right_camera_rgb_frame_r1,front_right_camera_link-front_right_camera_rgb_frame_r2,front_right_camera_link-front_right_camera_rgb_frame_r3,front_left_camera_link-front_left_camera_rgb_frame_x,front_left_camera_link-front_left_camera_rgb_frame_y,front_left_camera_link-front_left_camera_rgb_frame_z,front_left_camera_link-front_left_camera_rgb_frame_r1,front_left_camera_link-front_left_camera_rgb_frame_r2,front_left_camera_link-front_left_camera_rgb_frame_r3,world-pattern_link_x,world-pattern_link_y,world-pattern_link_z,world-pattern_link_r1,world-pattern_link_r2,world-pattern_link_r3
c003_p_pattern_1_lidar3d_oe_1493,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1940,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_881,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_738,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1568,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1192,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_210,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_217,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_594,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1152,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1719,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_685,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_779,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1414,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_268,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_208,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_699,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1873,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_345,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1610,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1198,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1456,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_728,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_718,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_447,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1545,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1644,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_329,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1907,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1572,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1441,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_197,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1814,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_253,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1692,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_981,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1981,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_259,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_91,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1685,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_994,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_434,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1825,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1492,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1924,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_98,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_393,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1225,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_475,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_53,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_47,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1040,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1068,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_989,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_299,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1949,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1072,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_513,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1784,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_88,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1564,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_433,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1968,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1127,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1739,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1014,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1957,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_115,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1008,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_312,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_846,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_296,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1776,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_133,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1853,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_265,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1915,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_300,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_829,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_583,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_167,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_28,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1357,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1305,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1874,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_708,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1634,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1758,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_927,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_560,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1221,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_947,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1666,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1607,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_705,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_980,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1878,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_404,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1598,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_979,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1868,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_443,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1523,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1119,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_548,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1763,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_2010,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_934,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_668,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1201,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1499,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_124,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_781,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1362,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1620,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_879,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_701,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1143,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1586,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_696,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_2004,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1590,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_416,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1725,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1742,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_260,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1219,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1774,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_256,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1737,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1502,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1132,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1969,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_555,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_526,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_2031,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_2005,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_764,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1702,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_74,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1275,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1751,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1480,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_487,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_190,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1831,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_196,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1232,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_572,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1398,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1376,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_460,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1349,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_130,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1693,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_469,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1650,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1675,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1788,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1943,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1743,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_967,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1170,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_83,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1616,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_424,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1347,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1837,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_348,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1496,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1668,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_161,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1150,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_364,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1450,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_283,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1562,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_957,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1575,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_631,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_943,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_559,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_579,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_263,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_621,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_295,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_432,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1591,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c003_p_pattern_1_lidar3d_oe_1122,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
