,lidar3d_plate_link-lidar3d_base_link_x,lidar3d_plate_link-lidar3d_base_link_y,lidar3d_plate_link-lidar3d_base_link_z,lidar3d_plate_link-lidar3d_base_link_r1,lidar3d_plate_link-lidar3d_base_link_r2,lidar3d_plate_link-lidar3d_base_link_r3,front_right_camera_link-front_right_camera_rgb_frame_x,front_right_camera_link-front_right_camera_rgb_frame_y,front_right_camera_link-front_right_camera_rgb_frame_z,front_right_camera_link-front_right_camera_rgb_frame_r1,front_right_camera_link-front_right_camera_rgb_frame_r2,front_right_camera_link-front_right_camera_rgb_frame_r3,front_left_camera_link-front_left_camera_rgb_frame_x,front_left_camera_link-front_left_camera_rgb_frame_y,front_left_camera_link-front_left_camera_rgb_frame_z,front_left_camera_link-front_left_camera_rgb_frame_r1,front_left_camera_link-front_left_camera_rgb_frame_r2,front_left_camera_link-front_left_camera_rgb_frame_r3,world-pattern_link_x,world-pattern_link_y,world-pattern_link_z,world-pattern_link_r1,world-pattern_link_r2,world-pattern_link_r3
c006_p_pattern_1_lidar3d_oe_845,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_35,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1093,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1432,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_814,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_734,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_40,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1503,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_581,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_67,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1299,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_302,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_305,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_716,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_189,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1013,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_701,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1091,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1144,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1208,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_259,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_37,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_33,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1347,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_705,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_296,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1345,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_206,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_599,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1331,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_525,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_119,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_28,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_946,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_9,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_551,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1014,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1342,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1152,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_488,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_755,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_977,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1477,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_293,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1459,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_854,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_990,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_131,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_503,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_463,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_903,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1090,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_292,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_652,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_620,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_401,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1281,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_282,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_834,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1295,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1132,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_686,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_739,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_607,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1116,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_194,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1297,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_968,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_477,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_338,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_818,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1241,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_855,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_959,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_622,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_929,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_366,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_535,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1179,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_493,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1350,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_64,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_78,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_213,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1154,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_365,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1329,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_862,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1485,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_443,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_332,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1102,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_89,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_243,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_186,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1444,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_514,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_451,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1195,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_884,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_440,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_806,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_510,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_761,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_60,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_438,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_57,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1278,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_738,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1470,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_215,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_879,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_552,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_183,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1082,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_783,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_144,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_99,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1022,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1005,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1038,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1441,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_942,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_126,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_886,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1371,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_717,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_798,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_955,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_870,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_459,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_601,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_938,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1157,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1250,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1049,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1287,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_706,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_992,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_836,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_976,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_905,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_51,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_205,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_908,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_819,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_649,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_568,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_760,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_154,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_666,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_312,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_490,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1115,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1352,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_225,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_696,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_642,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1501,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1017,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_758,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_736,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_835,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1108,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1440,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_995,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_597,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_163,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1206,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1413,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1256,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1131,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1316,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1147,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_209,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_536,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_947,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1200,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1393,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1086,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_231,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1457,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_414,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_743,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_275,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1006,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1510,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_457,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_49,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c006_p_pattern_1_lidar3d_oe_1327,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
