Collection #,RMS (pix),X err (pix),Y err (pix)
007,5.7045,2.8663,2.8662
015,3.9303,1.4129,2.0416
017,4.8503,2.4931,1.7288
022,13.9588,6.3271,4.9973
023,13.3614,7.9120,6.7415
029,6.5370,4.0087,4.1158
030,7.7767,6.2816,3.8753
034,4.3509,2.8677,2.4125
035,4.9141,3.7252,1.4835
Averages,7.2649,4.2105,3.3625
