Collection #,RMS (pix),X err (pix),Y err (pix)
005,132.9954,43.8019,3.1912
013,7.3159,2.7596,4.5912
014,6.1005,2.2941,4.1527
024,3.7734,2.1449,1.6791
026,2.9776,1.9684,1.3105
031,59.4380,33.4124,36.6142
033,2.1308,1.3127,1.3641
040,1.4666,0.8356,0.6227
Averages,27.0248,11.0662,6.6907
