,lidar3d_plate_link-lidar3d_base_link_x,lidar3d_plate_link-lidar3d_base_link_y,lidar3d_plate_link-lidar3d_base_link_z,lidar3d_plate_link-lidar3d_base_link_r1,lidar3d_plate_link-lidar3d_base_link_r2,lidar3d_plate_link-lidar3d_base_link_r3,front_right_camera_link-front_right_camera_rgb_frame_x,front_right_camera_link-front_right_camera_rgb_frame_y,front_right_camera_link-front_right_camera_rgb_frame_z,front_right_camera_link-front_right_camera_rgb_frame_r1,front_right_camera_link-front_right_camera_rgb_frame_r2,front_right_camera_link-front_right_camera_rgb_frame_r3,front_left_camera_link-front_left_camera_rgb_frame_x,front_left_camera_link-front_left_camera_rgb_frame_y,front_left_camera_link-front_left_camera_rgb_frame_z,front_left_camera_link-front_left_camera_rgb_frame_r1,front_left_camera_link-front_left_camera_rgb_frame_r2,front_left_camera_link-front_left_camera_rgb_frame_r3,world-pattern_link_x,world-pattern_link_y,world-pattern_link_z,world-pattern_link_r1,world-pattern_link_r2,world-pattern_link_r3
c001_p_pattern_1_front_right_camera_corner40,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner41,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner42,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner43,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner46,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner47,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner48,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner49,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner50,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner51,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner52,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner54,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner56,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner57,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner58,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner59,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner60,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner61,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner62,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner63,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner64,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner65,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner67,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner68,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner69,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner70,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner71,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner72,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner73,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner74,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner75,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner76,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner78,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner79,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner80,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner81,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner82,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner83,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner84,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner85,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner86,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_front_right_camera_corner87,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_96,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_43,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_63,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_131,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_128,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_186,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_20,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_16,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_120,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_74,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_33,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_111,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_90,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_164,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_180,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_78,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_66,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_177,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_181,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_69,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_21,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_193,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_57,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_108,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_178,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_35,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_130,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_12,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_44,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_171,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_14,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_58,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_28,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_49,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_100,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_98,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_50,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_175,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_184,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_160,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_75,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_172,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_190,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_56,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_156,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_70,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_53,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_140,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_65,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_115,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_88,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_9,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_85,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_176,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_134,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_61,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_73,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_55,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_97,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_146,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_72,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_125,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_26,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_89,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_101,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_157,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_47,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_37,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_119,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_200,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_105,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_107,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_148,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_158,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_71,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_168,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_23,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_173,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_8,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_52,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_19,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_106,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_54,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_179,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_91,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_102,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_159,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_132,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_18,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_189,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_99,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_112,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_142,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_79,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_163,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_22,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_82,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_194,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_67,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_117,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_143,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_136,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_137,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_139,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_198,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_46,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_32,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_135,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_122,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_161,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_169,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_93,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_84,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_24,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_165,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_41,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_149,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_36,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_104,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_174,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_123,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_109,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_110,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_13,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_166,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_192,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_11,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_94,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_141,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_59,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_40,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_191,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_170,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_34,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_103,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_30,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_183,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_39,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_124,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_29,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
c001_p_pattern_1_lidar3d_oe_126,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
